Ward,Day,Time,Demand,DemandType
Ward 4,Tuesday,15:00:00,92,High Demand
Ward 4,Tuesday,16:00:00,82,Medium Demand
Ward 4,Tuesday,17:00:00,130,High Demand
Ward 4,Tuesday,18:00:00,142,High Demand
Ward 4,Tuesday,19:00:00,137,High Demand
Ward 4,Tuesday,20:00:00,135,High Demand
Ward 4,Tuesday,21:00:00,55,Low Demand
Ward 4,Tuesday,22:00:00,44,Low Demand
Ward 4,Tuesday,23:00:00,58,Low Demand
Ward 4,Wednesday,00:00:00,44,Low Demand
Ward 4,Wednesday,01:00:00,54,Low Demand
Ward 4,Wednesday,02:00:00,58,Low Demand
Ward 4,Wednesday,03:00:00,53,Low Demand
Ward 4,Wednesday,04:00:00,59,Low Demand
Ward 4,Wednesday,05:00:00,53,Low Demand
Ward 4,Wednesday,06:00:00,102,High Demand
Ward 4,Wednesday,07:00:00,111,High Demand
Ward 4,Wednesday,08:00:00,116,High Demand
Ward 4,Wednesday,09:00:00,108,High Demand
Ward 4,Wednesday,10:00:00,86,Medium Demand
Ward 4,Wednesday,11:00:00,85,Medium Demand
Ward 4,Wednesday,12:00:00,80,Medium Demand
Ward 4,Wednesday,13:00:00,92,High Demand
Ward 4,Wednesday,14:00:00,93,High Demand
Ward 4,Wednesday,15:00:00,83,Medium Demand
Ward 4,Wednesday,16:00:00,89,Medium Demand
Ward 4,Wednesday,17:00:00,147,High Demand
Ward 4,Wednesday,18:00:00,150,High Demand
Ward 4,Wednesday,19:00:00,138,High Demand
Ward 4,Wednesday,20:00:00,138,High Demand
Ward 4,Wednesday,21:00:00,54,Low Demand
Ward 4,Wednesday,22:00:00,53,Low Demand
Ward 4,Wednesday,23:00:00,60,Medium Demand
Ward 4,Thursday,00:00:00,50,Low Demand
Ward 4,Thursday,01:00:00,54,Low Demand
Ward 4,Thursday,02:00:00,60,Medium Demand
Ward 4,Thursday,03:00:00,65,Medium Demand
Ward 4,Thursday,04:00:00,62,Medium Demand
Ward 4,Thursday,05:00:00,66,Medium Demand
Ward 4,Thursday,06:00:00,107,High Demand
Ward 4,Thursday,07:00:00,120,High Demand
Ward 4,Thursday,08:00:00,120,High Demand
Ward 4,Thursday,09:00:00,108,High Demand
Ward 4,Thursday,10:00:00,79,Medium Demand
Ward 4,Thursday,11:00:00,84,Medium Demand
Ward 4,Thursday,12:00:00,83,Medium Demand
Ward 4,Thursday,13:00:00,80,Medium Demand
Ward 4,Thursday,14:00:00,85,Medium Demand
Ward 4,Thursday,15:00:00,94,High Demand
Ward 4,Thursday,16:00:00,84,Medium Demand
Ward 4,Thursday,17:00:00,146,High Demand
Ward 4,Thursday,18:00:00,154,High Demand
Ward 4,Thursday,19:00:00,155,High Demand
Ward 4,Thursday,20:00:00,146,High Demand
Ward 4,Thursday,21:00:00,56,Low Demand
Ward 4,Thursday,22:00:00,52,Low Demand
Ward 4,Thursday,23:00:00,45,Low Demand
Ward 4,Friday,00:00:00,45,Low Demand
Ward 4,Friday,01:00:00,55,Low Demand
Ward 4,Friday,02:00:00,47,Low Demand
Ward 4,Friday,03:00:00,53,Low Demand
Ward 4,Friday,04:00:00,53,Low Demand
Ward 4,Friday,05:00:00,54,Low Demand
Ward 4,Friday,06:00:00,100,High Demand
Ward 4,Friday,07:00:00,114,High Demand
Ward 4,Friday,08:00:00,114,High Demand
Ward 4,Friday,09:00:00,108,High Demand
Ward 4,Friday,10:00:00,85,Medium Demand
Ward 4,Friday,11:00:00,96,High Demand
Ward 4,Friday,12:00:00,88,Medium Demand
Ward 4,Friday,13:00:00,99,High Demand
Ward 4,Friday,14:00:00,86,Medium Demand
Ward 4,Friday,15:00:00,91,High Demand
Ward 4,Friday,16:00:00,89,Medium Demand
Ward 4,Friday,17:00:00,146,High Demand
Ward 4,Friday,18:00:00,148,High Demand
Ward 4,Friday,19:00:00,135,High Demand
Ward 4,Friday,20:00:00,130,High Demand
Ward 4,Friday,21:00:00,52,Low Demand
Ward 4,Friday,22:00:00,58,Low Demand
Ward 4,Friday,23:00:00,54,Low Demand
Ward 4,Saturday,00:00:00,64,Medium Demand
Ward 4,Saturday,01:00:00,65,Medium Demand
Ward 4,Saturday,02:00:00,64,Medium Demand
Ward 4,Saturday,03:00:00,59,Low Demand
Ward 4,Saturday,04:00:00,59,Low Demand
Ward 4,Saturday,05:00:00,62,Medium Demand
Ward 4,Saturday,06:00:00,129,High Demand
Ward 4,Saturday,07:00:00,139,High Demand
Ward 4,Saturday,08:00:00,120,High Demand
Ward 4,Saturday,09:00:00,116,High Demand
Ward 4,Saturday,10:00:00,106,High Demand
Ward 4,Saturday,11:00:00,106,High Demand
Ward 4,Saturday,12:00:00,104,High Demand
Ward 4,Saturday,13:00:00,92,High Demand
Ward 4,Saturday,14:00:00,93,High Demand
Ward 4,Saturday,15:00:00,98,High Demand
Ward 4,Saturday,16:00:00,106,High Demand
Ward 4,Saturday,17:00:00,156,High Demand
Ward 4,Saturday,18:00:00,173,High Demand
Ward 4,Saturday,19:00:00,147,High Demand
Ward 4,Saturday,20:00:00,140,High Demand
Ward 4,Saturday,21:00:00,70,Medium Demand
Ward 4,Saturday,22:00:00,60,Medium Demand
Ward 4,Saturday,23:00:00,66,Medium Demand
Ward 5,Sunday,00:00:00,62,Medium Demand
Ward 5,Sunday,01:00:00,66,Medium Demand
Ward 5,Sunday,02:00:00,59,Low Demand
Ward 5,Sunday,03:00:00,49,Low Demand
Ward 5,Sunday,04:00:00,62,Medium Demand
Ward 5,Sunday,05:00:00,63,Medium Demand
Ward 5,Sunday,06:00:00,132,High Demand
Ward 5,Sunday,07:00:00,126,High Demand
Ward 5,Sunday,08:00:00,126,High Demand
Ward 5,Sunday,09:00:00,138,High Demand
Ward 5,Sunday,10:00:00,93,High Demand
Ward 5,Sunday,11:00:00,106,High Demand
Ward 5,Sunday,12:00:00,101,High Demand
Ward 5,Sunday,13:00:00,104,High Demand
Ward 5,Sunday,14:00:00,97,High Demand
Ward 5,Sunday,15:00:00,101,High Demand
Ward 5,Sunday,16:00:00,87,Medium Demand
Ward 5,Sunday,17:00:00,173,High Demand
Ward 5,Sunday,18:00:00,150,High Demand
Ward 5,Sunday,19:00:00,150,High Demand
Ward 5,Sunday,20:00:00,155,High Demand
Ward 5,Sunday,21:00:00,62,Medium Demand
Ward 5,Sunday,22:00:00,64,Medium Demand
Ward 5,Sunday,23:00:00,62,Medium Demand
Ward 5,Monday,00:00:00,44,Low Demand
Ward 5,Monday,01:00:00,50,Low Demand
Ward 5,Monday,02:00:00,54,Low Demand
Ward 5,Monday,03:00:00,50,Low Demand
Ward 5,Monday,04:00:00,56,Low Demand
Ward 5,Monday,05:00:00,49,Low Demand
Ward 5,Monday,06:00:00,117,High Demand
Ward 5,Monday,07:00:00,108,High Demand
Ward 5,Monday,08:00:00,122,High Demand
Ward 5,Monday,09:00:00,119,High Demand
Ward 5,Monday,10:00:00,94,High Demand
Ward 5,Monday,11:00:00,83,Medium Demand
Ward 5,Monday,12:00:00,98,High Demand
Ward 5,Monday,13:00:00,91,High Demand
Ward 5,Monday,14:00:00,90,Medium Demand
Ward 5,Monday,15:00:00,87,Medium Demand
Ward 5,Monday,16:00:00,92,High Demand
Ward 5,Monday,17:00:00,133,High Demand
Ward 5,Monday,18:00:00,139,High Demand
Ward 5,Monday,19:00:00,134,High Demand
Ward 5,Monday,20:00:00,153,High Demand
Ward 5,Monday,21:00:00,60,Medium Demand
Ward 5,Monday,22:00:00,51,Low Demand
Ward 5,Monday,23:00:00,58,Low Demand
Ward 5,Tuesday,00:00:00,56,Low Demand
Ward 5,Tuesday,01:00:00,54,Low Demand
Ward 5,Tuesday,02:00:00,53,Low Demand
Ward 5,Tuesday,03:00:00,50,Low Demand
Ward 5,Tuesday,04:00:00,54,Low Demand
Ward 5,Tuesday,05:00:00,51,Low Demand
Ward 5,Tuesday,06:00:00,102,High Demand
Ward 5,Tuesday,07:00:00,109,High Demand
Ward 5,Tuesday,08:00:00,108,High Demand
Ward 5,Tuesday,09:00:00,101,High Demand
Ward 5,Tuesday,10:00:00,87,Medium Demand
Ward 5,Tuesday,11:00:00,73,Medium Demand
Ward 5,Tuesday,12:00:00,84,Medium Demand
Ward 5,Tuesday,13:00:00,83,Medium Demand
Ward 5,Tuesday,14:00:00,84,Medium Demand
Ward 5,Tuesday,15:00:00,78,Medium Demand
Ward 5,Tuesday,16:00:00,87,Medium Demand
Ward 5,Tuesday,17:00:00,145,High Demand
Ward 5,Tuesday,18:00:00,134,High Demand
Ward 5,Tuesday,19:00:00,139,High Demand
Ward 5,Tuesday,20:00:00,146,High Demand
Ward 5,Tuesday,21:00:00,45,Low Demand
Ward 5,Tuesday,22:00:00,60,Medium Demand
Ward 5,Tuesday,23:00:00,57,Low Demand
Ward 5,Wednesday,00:00:00,44,Low Demand
Ward 5,Wednesday,01:00:00,61,Medium Demand
Ward 5,Wednesday,02:00:00,46,Low Demand
Ward 5,Wednesday,03:00:00,49,Low Demand
Ward 5,Wednesday,04:00:00,52,Low Demand
Ward 5,Wednesday,05:00:00,56,Low Demand
Ward 5,Wednesday,06:00:00,99,High Demand
Ward 5,Wednesday,07:00:00,103,High Demand
Ward 5,Wednesday,08:00:00,116,High Demand
Ward 5,Wednesday,09:00:00,112,High Demand
Ward 5,Wednesday,10:00:00,92,High Demand
Ward 5,Wednesday,11:00:00,85,Medium Demand
Ward 5,Wednesday,12:00:00,84,Medium Demand
Ward 5,Wednesday,13:00:00,82,Medium Demand
Ward 5,Wednesday,14:00:00,88,Medium Demand
Ward 5,Wednesday,15:00:00,88,Medium Demand
Ward 5,Wednesday,16:00:00,87,Medium Demand
Ward 5,Wednesday,17:00:00,122,High Demand
Ward 5,Wednesday,18:00:00,132,High Demand
Ward 5,Wednesday,19:00:00,139,High Demand
Ward 5,Wednesday,20:00:00,126,High Demand
Ward 5,Wednesday,21:00:00,57,Low Demand
Ward 5,Wednesday,22:00:00,60,Medium Demand
Ward 5,Wednesday,23:00:00,45,Low Demand
Ward 5,Thursday,00:00:00,52,Low Demand
Ward 5,Thursday,01:00:00,54,Low Demand
Ward 5,Thursday,02:00:00,63,Medium Demand
Ward 5,Thursday,03:00:00,58,Low Demand
Ward 5,Thursday,04:00:00,60,Medium Demand
Ward 5,Thursday,05:00:00,55,Low Demand
Ward 5,Thursday,06:00:00,109,High Demand
Ward 5,Thursday,07:00:00,112,High Demand
Ward 5,Thursday,08:00:00,114,High Demand
Ward 5,Thursday,09:00:00,110,High Demand
Ward 5,Thursday,10:00:00,79,Medium Demand
Ward 5,Thursday,11:00:00,97,High Demand
Ward 5,Thursday,12:00:00,87,Medium Demand
Ward 5,Thursday,13:00:00,82,Medium Demand
Ward 5,Thursday,14:00:00,93,High Demand
Ward 5,Thursday,15:00:00,86,Medium Demand
Ward 5,Thursday,16:00:00,89,Medium Demand
Ward 5,Thursday,17:00:00,133,High Demand
Ward 5,Thursday,18:00:00,130,High Demand
Ward 5,Thursday,19:00:00,149,High Demand
Ward 5,Thursday,20:00:00,148,High Demand
Ward 5,Thursday,21:00:00,57,Low Demand
Ward 5,Thursday,22:00:00,52,Low Demand
Ward 5,Thursday,23:00:00,54,Low Demand
Ward 5,Friday,00:00:00,50,Low Demand
Ward 5,Friday,01:00:00,44,Low Demand
Ward 5,Friday,02:00:00,51,Low Demand
Ward 5,Friday,03:00:00,60,Medium Demand
Ward 5,Friday,04:00:00,45,Low Demand
Ward 5,Friday,05:00:00,42,Low Demand
Ward 5,Friday,06:00:00,119,High Demand
Ward 5,Friday,07:00:00,107,High Demand
Ward 5,Friday,08:00:00,105,High Demand
Ward 5,Friday,09:00:00,111,High Demand
Ward 5,Friday,10:00:00,82,Medium Demand
Ward 5,Friday,11:00:00,97,High Demand
Ward 5,Friday,12:00:00,89,Medium Demand
Ward 5,Friday,13:00:00,83,Medium Demand
Ward 5,Friday,14:00:00,90,Medium Demand
Ward 5,Friday,15:00:00,82,Medium Demand
Ward 5,Friday,16:00:00,74,Medium Demand
Ward 5,Friday,17:00:00,136,High Demand
Ward 5,Friday,18:00:00,146,High Demand
Ward 5,Friday,19:00:00,136,High Demand
Ward 5,Friday,20:00:00,131,High Demand
Ward 5,Friday,21:00:00,52,Low Demand
Ward 5,Friday,22:00:00,53,Low Demand
Ward 5,Friday,23:00:00,47,Low Demand
Ward 5,Saturday,00:00:00,54,Low Demand
Ward 5,Saturday,01:00:00,57,Low Demand
Ward 5,Saturday,02:00:00,64,Medium Demand
Ward 5,Saturday,03:00:00,58,Low Demand
Ward 5,Saturday,04:00:00,64,Medium Demand
Ward 5,Saturday,05:00:00,58,Low Demand
Ward 5,Saturday,06:00:00,120,High Demand
Ward 5,Saturday,07:00:00,139,High Demand
Ward 5,Saturday,08:00:00,138,High Demand
Ward 5,Saturday,09:00:00,116,High Demand
Ward 5,Saturday,10:00:00,86,Medium Demand
Ward 5,Saturday,11:00:00,96,High Demand
Ward 5,Saturday,12:00:00,98,High Demand
Ward 5,Saturday,13:00:00,101,High Demand
Ward 5,Saturday,14:00:00,101,High Demand
Ward 5,Saturday,15:00:00,111,High Demand
Ward 5,Saturday,16:00:00,103,High Demand
Ward 5,Saturday,17:00:00,156,High Demand
Ward 5,Saturday,18:00:00,170,High Demand
Ward 5,Saturday,19:00:00,149,High Demand
Ward 5,Saturday,20:00:00,144,High Demand
Ward 5,Saturday,21:00:00,50,Low Demand
Ward 5,Saturday,22:00:00,57,Low Demand
Ward 5,Saturday,23:00:00,60,Medium Demand
Ward 6,Sunday,00:00:00,85,Medium Demand
Ward 6,Sunday,01:00:00,77,Medium Demand
Ward 6,Sunday,02:00:00,87,Medium Demand
Ward 6,Sunday,03:00:00,71,Medium Demand
Ward 6,Sunday,04:00:00,85,Medium Demand
Ward 6,Sunday,05:00:00,74,Medium Demand
Ward 6,Sunday,06:00:00,172,High Demand
Ward 6,Sunday,07:00:00,152,High Demand
Ward 6,Sunday,08:00:00,158,High Demand
Ward 6,Sunday,09:00:00,154,High Demand
Ward 6,Sunday,10:00:00,114,High Demand
Ward 6,Sunday,11:00:00,117,High Demand
Ward 6,Sunday,12:00:00,128,High Demand
Ward 6,Sunday,13:00:00,126,High Demand
Ward 6,Sunday,14:00:00,120,High Demand
Ward 6,Sunday,15:00:00,127,High Demand
Ward 6,Sunday,16:00:00,116,High Demand
Ward 6,Sunday,17:00:00,196,High Demand
Ward 6,Sunday,18:00:00,206,High Demand
Ward 6,Sunday,19:00:00,193,High Demand
Ward 6,Sunday,20:00:00,192,High Demand
Ward 6,Sunday,21:00:00,67,Medium Demand
Ward 6,Sunday,22:00:00,79,Medium Demand
Ward 6,Sunday,23:00:00,83,Medium Demand
Ward 6,Monday,00:00:00,62,Medium Demand
Ward 6,Monday,01:00:00,57,Low Demand
Ward 6,Monday,02:00:00,77,Medium Demand
Ward 6,Monday,03:00:00,67,Medium Demand
Ward 6,Monday,04:00:00,76,Medium Demand
Ward 6,Monday,05:00:00,67,Medium Demand
Ward 6,Monday,06:00:00,130,High Demand
Ward 6,Monday,07:00:00,127,High Demand
Ward 6,Monday,08:00:00,128,High Demand
Ward 6,Monday,09:00:00,133,High Demand
Ward 6,Monday,10:00:00,108,High Demand
Ward 6,Monday,11:00:00,103,High Demand
Ward 6,Monday,12:00:00,103,High Demand
Ward 6,Monday,13:00:00,99,High Demand
Ward 6,Monday,14:00:00,110,High Demand
Ward 6,Monday,15:00:00,111,High Demand
Ward 6,Monday,16:00:00,110,High Demand
Ward 6,Monday,17:00:00,174,High Demand
Ward 6,Monday,18:00:00,175,High Demand
Ward 6,Monday,19:00:00,168,High Demand
Ward 6,Monday,20:00:00,175,High Demand
Ward 6,Monday,21:00:00,66,Medium Demand
Ward 6,Monday,22:00:00,76,Medium Demand
Ward 6,Monday,23:00:00,73,Medium Demand
Ward 6,Tuesday,00:00:00,74,Medium Demand
Ward 6,Tuesday,01:00:00,67,Medium Demand
Ward 6,Tuesday,02:00:00,57,Low Demand
Ward 6,Tuesday,03:00:00,64,Medium Demand
Ward 6,Tuesday,04:00:00,69,Medium Demand
Ward 6,Tuesday,05:00:00,65,Medium Demand
Ward 6,Tuesday,06:00:00,124,High Demand
Ward 6,Tuesday,07:00:00,144,High Demand
Ward 6,Tuesday,08:00:00,139,High Demand
Ward 6,Tuesday,09:00:00,136,High Demand
Ward 6,Tuesday,10:00:00,106,High Demand
Ward 6,Tuesday,11:00:00,101,High Demand
Ward 6,Tuesday,12:00:00,113,High Demand
Ward 6,Tuesday,13:00:00,107,High Demand
Ward 6,Tuesday,14:00:00,110,High Demand
Ward 6,Tuesday,15:00:00,94,High Demand
Ward 6,Tuesday,16:00:00,101,High Demand
Ward 6,Tuesday,17:00:00,161,High Demand
Ward 6,Tuesday,18:00:00,174,High Demand
Ward 6,Tuesday,19:00:00,178,High Demand
Ward 6,Tuesday,20:00:00,165,High Demand
Ward 6,Tuesday,21:00:00,72,Medium Demand
Ward 6,Tuesday,22:00:00,71,Medium Demand
Ward 6,Tuesday,23:00:00,68,Medium Demand
Ward 6,Wednesday,00:00:00,72,Medium Demand
Ward 6,Wednesday,01:00:00,78,Medium Demand
Ward 6,Wednesday,02:00:00,60,Medium Demand
Ward 6,Wednesday,03:00:00,55,Low Demand
Ward 6,Wednesday,04:00:00,74,Medium Demand
Ward 6,Wednesday,05:00:00,64,Medium Demand
Ward 6,Wednesday,06:00:00,135,High Demand
Ward 6,Wednesday,07:00:00,146,High Demand
Ward 6,Wednesday,08:00:00,140,High Demand
Ward 6,Wednesday,09:00:00,142,High Demand
Ward 6,Wednesday,10:00:00,99,High Demand
Ward 6,Wednesday,11:00:00,97,High Demand
Ward 6,Wednesday,12:00:00,97,High Demand
Ward 6,Wednesday,13:00:00,109,High Demand
Ward 6,Wednesday,14:00:00,104,High Demand
Ward 6,Wednesday,15:00:00,100,High Demand
Ward 6,Wednesday,16:00:00,106,High Demand
Ward 6,Wednesday,17:00:00,176,High Demand
Ward 6,Wednesday,18:00:00,172,High Demand
Ward 6,Wednesday,19:00:00,177,High Demand
Ward 6,Wednesday,20:00:00,168,High Demand
Ward 6,Wednesday,21:00:00,60,Medium Demand
Ward 6,Wednesday,22:00:00,66,Medium Demand
Ward 6,Wednesday,23:00:00,62,Medium Demand
Ward 6,Thursday,00:00:00,67,Medium Demand
Ward 6,Thursday,01:00:00,70,Medium Demand
Ward 6,Thursday,02:00:00,64,Medium Demand
Ward 6,Thursday,03:00:00,66,Medium Demand
Ward 6,Thursday,04:00:00,71,Medium Demand
Ward 6,Thursday,05:00:00,62,Medium Demand
Ward 6,Thursday,06:00:00,136,High Demand
Ward 6,Thursday,07:00:00,143,High Demand
Ward 6,Thursday,08:00:00,145,High Demand
Ward 6,Thursday,09:00:00,132,High Demand
Ward 6,Thursday,10:00:00,108,High Demand
Ward 6,Thursday,11:00:00,116,High Demand
Ward 6,Thursday,12:00:00,106,High Demand
Ward 6,Thursday,13:00:00,104,High Demand
Ward 6,Thursday,14:00:00,110,High Demand
Ward 6,Thursday,15:00:00,115,High Demand
Ward 6,Thursday,16:00:00,92,High Demand
Ward 6,Thursday,17:00:00,167,High Demand
Ward 6,Thursday,18:00:00,171,High Demand
Ward 6,Thursday,19:00:00,155,High Demand
Ward 6,Thursday,20:00:00,158,High Demand
Ward 6,Thursday,21:00:00,57,Low Demand
Ward 6,Thursday,22:00:00,63,Medium Demand
Ward 6,Thursday,23:00:00,66,Medium Demand
Ward 6,Friday,00:00:00,65,Medium Demand
Ward 6,Friday,01:00:00,71,Medium Demand
Ward 6,Friday,02:00:00,71,Medium Demand
Ward 6,Friday,03:00:00,79,Medium Demand
Ward 6,Friday,04:00:00,72,Medium Demand
Ward 6,Friday,05:00:00,64,Medium Demand
Ward 6,Friday,06:00:00,136,High Demand
Ward 6,Friday,07:00:00,149,High Demand
Ward 6,Friday,08:00:00,139,High Demand
Ward 6,Friday,09:00:00,143,High Demand
Ward 6,Friday,10:00:00,110,High Demand
Ward 6,Friday,11:00:00,107,High Demand
Ward 6,Friday,12:00:00,111,High Demand
Ward 6,Friday,13:00:00,106,High Demand
Ward 6,Friday,14:00:00,109,High Demand
Ward 6,Friday,15:00:00,107,High Demand
Ward 6,Friday,16:00:00,109,High Demand
Ward 6,Friday,17:00:00,177,High Demand
Ward 6,Friday,18:00:00,159,High Demand
Ward 6,Friday,19:00:00,178,High Demand
Ward 6,Friday,20:00:00,173,High Demand
Ward 6,Friday,21:00:00,67,Medium Demand
Ward 6,Friday,22:00:00,58,Low Demand
Ward 6,Friday,23:00:00,68,Medium Demand
Ward 6,Saturday,00:00:00,82,Medium Demand
Ward 6,Saturday,01:00:00,83,Medium Demand
Ward 6,Saturday,02:00:00,75,Medium Demand
Ward 6,Saturday,03:00:00,88,Medium Demand
Ward 6,Saturday,04:00:00,60,Medium Demand
Ward 6,Saturday,05:00:00,75,Medium Demand
Ward 6,Saturday,06:00:00,138,High Demand
Ward 6,Saturday,07:00:00,151,High Demand
Ward 6,Saturday,08:00:00,152,High Demand
Ward 6,Saturday,09:00:00,156,High Demand
Ward 6,Saturday,10:00:00,116,High Demand
Ward 6,Saturday,11:00:00,128,High Demand
Ward 6,Saturday,12:00:00,120,High Demand
Ward 6,Saturday,13:00:00,126,High Demand
Ward 6,Saturday,14:00:00,111,High Demand
Ward 6,Saturday,15:00:00,108,High Demand
Ward 6,Saturday,16:00:00,118,High Demand
Ward 6,Saturday,17:00:00,189,High Demand
Ward 6,Saturday,18:00:00,190,High Demand
Ward 6,Saturday,19:00:00,180,High Demand
Ward 6,Saturday,20:00:00,189,High Demand
Ward 6,Saturday,21:00:00,63,Medium Demand
Ward 6,Saturday,22:00:00,66,Medium Demand
Ward 6,Saturday,23:00:00,75,Medium Demand
Ward 7,Sunday,00:00:00,24,Low Demand
Ward 7,Sunday,01:00:00,35,Low Demand
Ward 7,Sunday,02:00:00,37,Low Demand
Ward 7,Sunday,03:00:00,33,Low Demand
Ward 7,Sunday,04:00:00,35,Low Demand
Ward 7,Sunday,05:00:00,27,Low Demand
Ward 7,Sunday,06:00:00,72,Medium Demand
Ward 7,Sunday,07:00:00,67,Medium Demand
Ward 7,Sunday,08:00:00,58,Low Demand
Ward 7,Sunday,09:00:00,79,Medium Demand
Ward 7,Sunday,10:00:00,59,Low Demand
Ward 7,Sunday,11:00:00,56,Low Demand
Ward 7,Sunday,12:00:00,56,Low Demand
Ward 7,Sunday,13:00:00,60,Medium Demand
Ward 7,Sunday,14:00:00,46,Low Demand
Ward 7,Sunday,15:00:00,50,Low Demand
Ward 7,Sunday,16:00:00,54,Low Demand
Ward 7,Sunday,17:00:00,88,Medium Demand
Ward 7,Sunday,18:00:00,101,High Demand
Ward 7,Sunday,19:00:00,80,Medium Demand
Ward 7,Sunday,20:00:00,95,High Demand
Ward 7,Sunday,21:00:00,28,Low Demand
Ward 7,Sunday,22:00:00,40,Low Demand
Ward 7,Sunday,23:00:00,39,Low Demand
Ward 7,Monday,00:00:00,31,Low Demand
Ward 7,Monday,01:00:00,26,Low Demand
Ward 7,Monday,02:00:00,34,Low Demand
Ward 7,Monday,03:00:00,36,Low Demand
Ward 7,Monday,04:00:00,36,Low Demand
Ward 7,Monday,05:00:00,31,Low Demand
Ward 7,Monday,06:00:00,58,Low Demand
Ward 7,Monday,07:00:00,67,Medium Demand
Ward 7,Monday,08:00:00,69,Medium Demand
Ward 7,Monday,09:00:00,64,Medium Demand
Ward 7,Monday,10:00:00,54,Low Demand
Ward 7,Monday,11:00:00,42,Low Demand
Ward 7,Monday,12:00:00,49,Low Demand
Ward 7,Monday,13:00:00,45,Low Demand
Ward 7,Monday,14:00:00,50,Low Demand
Ward 7,Monday,15:00:00,51,Low Demand
Ward 7,Monday,16:00:00,55,Low Demand
Ward 7,Monday,17:00:00,84,Medium Demand
Ward 7,Monday,18:00:00,89,Medium Demand
Ward 7,Monday,19:00:00,73,Medium Demand
Ward 7,Monday,20:00:00,83,Medium Demand
Ward 7,Monday,21:00:00,24,Low Demand
Ward 7,Monday,22:00:00,28,Low Demand
Ward 7,Monday,23:00:00,36,Low Demand
Ward 7,Tuesday,00:00:00,32,Low Demand
Ward 7,Tuesday,01:00:00,25,Low Demand
Ward 7,Tuesday,02:00:00,35,Low Demand
Ward 7,Tuesday,03:00:00,24,Low Demand
Ward 7,Tuesday,04:00:00,30,Low Demand
Ward 7,Tuesday,05:00:00,29,Low Demand
Ward 7,Tuesday,06:00:00,72,Medium Demand
Ward 7,Tuesday,07:00:00,63,Medium Demand
Ward 7,Tuesday,08:00:00,67,Medium Demand
Ward 7,Tuesday,09:00:00,63,Medium Demand
Ward 7,Tuesday,10:00:00,51,Low Demand
Ward 7,Tuesday,11:00:00,42,Low Demand
Ward 7,Tuesday,12:00:00,42,Low Demand
Ward 7,Tuesday,13:00:00,57,Low Demand
Ward 7,Tuesday,14:00:00,44,Low Demand
Ward 7,Tuesday,15:00:00,52,Low Demand
Ward 7,Tuesday,16:00:00,46,Low Demand
Ward 7,Tuesday,17:00:00,83,Medium Demand
Ward 7,Tuesday,18:00:00,72,Medium Demand
Ward 7,Tuesday,19:00:00,92,High Demand
Ward 7,Tuesday,20:00:00,73,Medium Demand
Ward 7,Tuesday,21:00:00,37,Low Demand
Ward 7,Tuesday,22:00:00,28,Low Demand
Ward 7,Tuesday,23:00:00,31,Low Demand
Ward 7,Wednesday,00:00:00,36,Low Demand
Ward 7,Wednesday,01:00:00,26,Low Demand
Ward 7,Wednesday,02:00:00,35,Low Demand
Ward 7,Wednesday,03:00:00,31,Low Demand
Ward 7,Wednesday,04:00:00,24,Low Demand
Ward 7,Wednesday,05:00:00,26,Low Demand
Ward 7,Wednesday,06:00:00,71,Medium Demand
Ward 7,Wednesday,07:00:00,59,Low Demand
Ward 7,Wednesday,08:00:00,62,Medium Demand
Ward 7,Wednesday,09:00:00,61,Medium Demand
Ward 7,Wednesday,10:00:00,48,Low Demand
Ward 7,Wednesday,11:00:00,50,Low Demand
Ward 7,Wednesday,12:00:00,45,Low Demand
Ward 7,Wednesday,13:00:00,47,Low Demand
Ward 7,Wednesday,14:00:00,43,Low Demand
Ward 7,Wednesday,15:00:00,44,Low Demand
Ward 7,Wednesday,16:00:00,43,Low Demand
Ward 7,Wednesday,17:00:00,88,Medium Demand
Ward 7,Wednesday,18:00:00,92,High Demand
